Дата,Поступление,Списание,Назначение платежа,Контрагент,Вид операции,Вх.номер,Вх.дата,Организация,Банковский счет,Комментарий
06.12.2022,2800.08,,,"Товариство з обмеженою відповідальністю ""ДАРНІ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.12.2022,11400.48,,,Посольство ФРН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.12.2022,16200.36,,,"Товариство з обмеженою відповідальністю ""Вайн Трейд""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
07.12.2022,16909.79,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
07.12.2022,23389.7,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
07.12.2022,10608.0,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.12.2022,5940.0,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.12.2022,5000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.12.2022,3600.0,,,ФОП «Дементьєва О.В.»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.12.2022,2700.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.12.2022,2700.0,,,"Товариство з обмеженою відповідальністю ""ЯКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.12.2022,3550.14,,,"Товариство з обмеженою відповідальністю  ""БЄЛКІН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.12.2022,4200.12,,,БАРИКАДА 2022,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.12.2022,14890.6,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.12.2022,1800.0,,,"Товариство з обеженою відповідальністю ""ЙОУРЗ БІСТРО""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.12.2022,2700.0,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.12.2022,6000.48,,,Товариство з обмеженою відповідальність ЛАВЛІ АНКЛ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.12.2022,1509.98,,,"Товариство з обмеженою відповідальністю ""ВАЙН ХАНТЕРС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.12.2022,13500.72,,,"Товариство з обмеженою відповідальністю ""ІКФ ""ІНТЕХНА-ЛЬВІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.12.2022,1270.02,,,Каля,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.12.2022,58955.21,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.12.2022,50000.0,,,"Товариство з обмеженою відповідальністю ""ФОЗЗІ КОММЕРЦ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.12.2022,2700.0,,,"Товариство з обмеженою відповідальністю ""ЯКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.12.2022,2700.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.12.2022,8100.0,,,"Товариство з обмеженою відповідальністю ""КІТКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.12.2022,6299.64,,,"Товариство з обмеженою вiдповiдаrrьнiстю ""КФМ-БАР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.12.2022,5000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.12.2022,12050.1,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.12.2022,3600.0,,,"Товариство з обмеженою відповідальністю ""БЛИЗНЮКИ КАМІКАДЗЕ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.12.2022,4500.0,,,Фізична особа підприємець БОРОХА ВІКТОРІЯ-МАРТА ОРЕСТІВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.12.2022,1500.0,,,"Товариство з обмеженою відповідальністю ""ШОСЬ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.12.2022,12149.96,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.12.2022,3599.64,,,ФІЗИЧНА ОСОБА-ПІДПРИЄМЕЦЬ ВАЛЯЄВ ОЛЕГ ІВАНОВИЧ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.12.2022,1199.88,,,"Товариство з обмеженою відповідальністю ""Гетьман и Ко"" ",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.12.2022,1800.0,,,БАРИКАДА 2022,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.12.2022,5259.96,,,"Товариство з обмеженою відповідальністю ""Панна груп""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.12.2022,10241.4,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.12.2022,48578.4,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.12.2022,5000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.12.2022,2700.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.12.2022,8100.0,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.12.2022,9000.0,,,"Товариство з обмеженою відповідальністю ""БЛУРІЧ КОРПОРЕЙШН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.12.2022,4200.12,,,"Дочірнє підприємство ""Міміно""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.12.2022,90300.0,,,"Товариство з обмеженою відповідальністю ""Укрпродуктмісія-2014""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.12.2022,3250.08,,,"Товариство з обмеженою відповідальністю ""Бароло""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.12.2022,4500.0,,,"Товариство з обмеженою відповідальністю ""ШОСЬ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.12.2022,10350.18,,,Фізична особа підприємець Комендат Юрій Михайлович,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.12.2022,3300.12,,,Товариство з обмеженою відповідальність ЛАВЛІ АНКЛ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.12.2022,6750.0,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.12.2022,12249.72,,,Фізична особа-підприємець Півторак,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.12.2022,8100.0,,,"Товариство з обмеженою відповідальністю ""ДЕКАНТЕР КЛУБ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.12.2022,2250.06,,,Фізична особа-підприємець Коміссаров,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.12.2022,14310.3,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.12.2022,13199.76,,,"Товариство з обмеженою відповідальністю ""Бурса готель Київ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.12.2022,16500.66,,,ZWIN (львівська випічка),Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.12.2022,32377.8,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.12.2022,9899.6,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.12.2022,3000.24,,,Фізична особа-підприємець Галян Володимир Михайлович,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.12.2022,10500.84,,,Товариство з обмеженою відповідальність ЛАВЛІ АНКЛ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.12.2022,5400.0,,,"Товариство з обмеженою відповідальністю ""КІТКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.12.2022,12300.48,,,"Приватне підприємство ""Мон Піус""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.12.2022,14400.0,,,ФІЗИЧНА ОСОБА-ПІДПРИЄМЕЦЬ ВАЛЯЄВ ОЛЕГ ІВАНОВИЧ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
30.12.2022,100000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
01.01.2023,,170.01,"Повернення оплати за договором Поличано
Сума 170,01
В т.ч. ПДВ(20%) 28,34",Капінус ФОП,Возврат покупателю,,,Бейкуш Вайнери,Приватбанк,
02.01.2023,24600.96,,,"Товариство з обмеженою відповідальністю Торгівельна Компанія ""Полісся-Продукт""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.01.2023,3500.1,,,"Товариство з обмеженою відповідальністю ""ДАРНІ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.01.2023,2460.06,,,Фізична особа-підприємець Поліїт Анна Станіславівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.01.2023,7200.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.01.2023,6300.36,,,Товариство з обмеженою відповідальність ЛАВЛІ АНКЛ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.01.2023,1730.0,,,"Товариство з обмеженою відповідальністю ""ВАЙН ХАНТЕРС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.01.2023,17489.99,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.01.2023,49946.21,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.01.2023,18120.81,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
04.01.2023,11320.14,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВИНФОРТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.01.2023,2049.96,,,Фізична особа підприємець Яцюк Галина Олегівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.01.2023,7000.0,,,"Товариство з обмеженою відповідальністю  ""ФЛАГМАН СТОР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.01.2023,7020.0,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.01.2023,4370.1,,,ТРЕ БІК'ЄРІ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.01.2023,1950.12,,,Фізична особа-підприємець Коміссаров,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.01.2023,12642.12,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВIДПОВIДАЛЬНIСТЮ ""АРТАНIЯ БАР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.01.2023,3675.06,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВIДПОВIДАЛЬНIСТЮ ""АРТАНIЯ БАР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.01.2023,4800.0,,,"Товариство з обмеженою відповідальністю ""МОДЕЛЬ-Т""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.01.2023,4000.0,,,"Товариство з обмеженою відповідальністю ""ВИНОВНИКИ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.01.2023,3400.02,,,Фізична особа підприємець БОРОХА ВІКТОРІЯ-МАРТА ОРЕСТІВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.01.2023,120000.0,,,"Товариство з обмеженою відповідальністю ""Укрпродуктмісія-2014""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.01.2023,8400.24,,,"Товариство з обмеженою відповідальністю ""ШОСЬ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.01.2023,6000.0,,,"TOBAPИCTBO 3 OБMEЖЕHOЮ ВІДПОВІДАЛЬНІСТЮ ""КАНАПА""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.01.2023,1360.01,,,"Товариство з обмеженою відповідальністю ""ВАЙН ХАНТЕРС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.01.2023,1090.04,,,Каля,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.01.2023,9150.36,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
10.01.2023,6000.48,,,"Товариство з обмеженою відповідальністю ""Густозо""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
10.01.2023,5000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.01.2023,5000.0,,,Винний арсенал,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.01.2023,7742.59,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
11.01.2023,30771.0,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.01.2023,3600.0,,,"Товариство з обмеженою відповідальністю ""МОРТАДЕЛА""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.01.2023,2160.0,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.01.2023,1081.2,,,"Товариство з обмеженою відповідальністю ""КОНТИНІУМ-ТРЕЙД""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.01.2023,87594.0,,,"Veiniekspress, Естонія",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,курс 39
13.01.2023,6000.48,,,Міа Кучіна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.01.2023,15700.2,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.01.2023,88411.56,,,"Veiniekspress, Естонія",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.01.2023,3400.02,,,Фізична особа підприємець БОРОХА ВІКТОРІЯ-МАРТА ОРЕСТІВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.01.2023,5400.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.01.2023,8100.0,,,"Товариство з обмеженою відповідальністю ""ЯКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.01.2023,1000.0,,,Фізична особа-підприємець Степова Марина Станіславовна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.01.2023,30000.0,,,"Товариство з обмеженою відповідальністю ""Укрпродуктмісія-2014""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.01.2023,22550.1,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.01.2023,2280.0,,,"Товариство з обмеженою відповідальністю ""Панна груп""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.01.2023,230000.0,,,"Товариство з обмеженою відповідальністю ""ФОЗЗІ КОММЕРЦ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
17.01.2023,5000.0,,,"Товариство з обмеженою відповідальністю ""Топ Алко""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
17.01.2023,1299.39,,,Баррік,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
17.01.2023,3600.0,,,"Товариство з обмеженою відповідальністю ""ВЕСТ ВАЙН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.01.2023,1998.0,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВIДПОВIДАЛЬНIСТЮ ""АРТАНIЯ БАР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.01.2023,10850.04,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВIДПОВIДАЛЬНIСТЮ ""АРТАНIЯ БАР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.01.2023,5000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.01.2023,16050.06,,,Винотека Прага Львів,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.01.2023,6000.48,,,Міа Кучіна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.01.2023,877.81,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
18.01.2023,18642.31,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.01.2023,20000.0,,,"Товариство з обмеженою відповідальністю ""Артвайн Компані""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.01.2023,4860.0,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.01.2023,35300.16,,,"Товариство з обмеженою відповідальністю ""ГОТЕЛЬ ХЕЙ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.01.2023,6000.48,,,"Товариство з обмеженою відповідальністю ""Густозо""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.01.2023,7480.08,,,Товариство з обмеженою відповідальністю «Охота 2022»,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.01.2023,2000.0,,,"Товариство з обмеженою відповідальністю ""Топ Алко""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.01.2023,114750.0,,,"Товариство з обмеженою відповідальністю ""Укрпродуктмісія-2014""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.01.2023,2700.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
23.01.2023,8100.0,,,"Товариство з обмеженою відповідальністю ""ЯКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
24.01.2023,29770.38,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
24.01.2023,5000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
25.01.2023,2900.16,,,"Товариство з обмеженою відповідальністю  ""БЄЛКІН""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
25.01.2023,3500.1,,,"Товариство з обмеженою відповідальністю ""ДАРНІ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
25.01.2023,3000.0,,,"Товариство з обмеженою відповідальністю  ""ФЛАГМАН СТОР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
25.01.2023,8371.51,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
25.01.2023,26369.3,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.01.2023,5000.0,,,"Товариство з обмеженою відповідальністю ""ВИНОВНИКИ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.01.2023,2700.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.01.2023,11999.88,,,"Товариство з обмеженою відповідальністю ""Бурса готель Київ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.01.2023,3000.24,,,Товариство з обмеженою відповідальність ЛАВЛІ АНКЛ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
27.01.2023,2099.88,,,"Товариство з обмеженою вiдповiдаrrьнiстю ""КФМ-БАР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
30.01.2023,5400.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
31.01.2023,1300.02,,,ТРЕ БІК'ЄРІ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
31.01.2023,4200.12,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
01.02.2023,100000.0,,,"Товариство з обмеженою відповідальністю ""ФОЗЗІ КОММЕРЦ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
01.02.2023,5800.2,,,БАРИКАДА 2022,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
01.02.2023,9690.12,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
01.02.2023,22694.57,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
01.02.2023,5374.2,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.02.2023,4590.0,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.02.2023,2700.0,,,"Товариство з обмеженою відповідальністю ""КІТКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
02.02.2023,2350.08,,,Фізична особа підприємець БОРОХА ВІКТОРІЯ-МАРТА ОРЕСТІВНА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.02.2023,701.9,,,"Товариство з обмеженою відповідальністю ""ВАЙН ХАНТЕРС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
03.02.2023,3899.88,,,ФІЗИЧНА ОСОБА-ПІДПРИЄМЕЦЬ ВАЛЯЄВ ОЛЕГ ІВАНОВИЧ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.02.2023,10000.0,,,"Товариство з обмеженою відповідальністю ""Вайн Сервер""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
07.02.2023,1500.12,,,"Приватне підприємство ""Мон Піус""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
07.02.2023,17787.24,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВIДПОВIДАЛЬНIСТЮ ""АРТАНIЯ БАР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
07.02.2023,4610.04,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.02.2023,7200.0,,,"Товариство з обмеженою відповідальністю ""Бурса готель Київ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.02.2023,8504.19,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.02.2023,29060.3,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.02.2023,1680.0,,,"Товариство з обмеженою відповідальністю ""ВАЙН ХАНТЕРС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.02.2023,21149.88,,,Фізична особа-підприємець Матвійко Юлія Миколаївна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.02.2023,2700.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
10.02.2023,27900.36,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.02.2023,6000.0,,,"TOBAPИCTBO 3 OБMEЖЕHOЮ ВІДПОВІДАЛЬНІСТЮ ""КАНАПА""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.02.2023,3149.28,,,Шевченко ФОП Днепр,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.02.2023,4500.0,,,"Товариство з обмеженою відповідальністю ""ШОСЬ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.02.2023,1649.88,,,"Товариство з обмеженою відповідальністю ""АСТОРІЯ 21""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.02.2023,2700.0,,,"Товариство з обмеженою відповідальністю ""ТАЙКУЛЬТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.02.2023,3000.24,,,Товариство з обмеженою відповідальність ЛАВЛІ АНКЛ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.02.2023,3240.0,,,ДЖАННІ-ХХІ ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.02.2023,10800.12,,,"Товариство з обмеженою відповідальністю ""БОГІВ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
14.02.2023,5000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.02.2023,4000.0,,,Фізична особа-підприємець Степова Марина Станіславовна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.02.2023,3940.04,,,"Товариство з обмеженою відповідальністю  ""ФЛАГМАН СТОР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.02.2023,21779.64,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.02.2023,10055.6,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.02.2023,23972.21,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.02.2023,6499.88,,,"Товариство з обмеженою відповідальністю ""Вайн Сервер""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.02.2023,10745.1,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВIДПОВIДАЛЬНIСТЮ ""АРТАНIЯ БАР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.02.2023,10604.88,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВIДПОВIДАЛЬНIСТЮ ""АРТАНIЯ БАР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
17.02.2023,8900.04,,,"Товариство з обмеженою відповідальністю ""Бароло""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
17.02.2023,4500.18,,,"TOBAPИCTBO 3 OБMEЖЕHOЮ ВІДПОВІДАЛЬНІСТЮ ""КАНАПА""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.02.2023,11100.24,,,"Товариство з обмеженою відповідальністю ""Укрпродуктмісія-2014""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.02.2023,20399.88,,,"Товариство з обмеженою відповідальністю ""ДЕКАНТЕР КЛУБ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
